timestamp,marginal_profit,pnl,trades,position,actual_pnl,starfruit_price,amethyst_price
848600,10166,-99970,"(STARFRUIT, MARKET << US, 5083, 1, 848600)
(STARFRUIT, MARKET << US, 5083, 1, 848600)","{""AMETHYSTS"": 6, ""STARFRUIT"": 9}",5756,5082,9998
849000,9998,-89972,"(AMETHYSTS, MARKET << US, 9998, 1, 849000)","{""AMETHYSTS"": 5, ""STARFRUIT"": 9}",5746,5082,9996
849100,10478,-79494,"(AMETHYSTS, US << MARKET, 9998, 1, 849100)
(AMETHYSTS, US << MARKET, 9998, 1, 849100)
(STARFRUIT, MARKET << US, 5079, 1, 849100)
(STARFRUIT, MARKET << US, 5079, 1, 849100)
(STARFRUIT, MARKET << US, 5079, 1, 849100)
(STARFRUIT, MARKET << US, 5079, 1, 849100)
(STARFRUIT, MARKET << US, 5079, 1, 849100)
(STARFRUIT, MARKET << US, 5079, 1, 849100)","{""AMETHYSTS"": 7, ""STARFRUIT"": 3}",5724,5082,9996
849400,40008,-39486,"(AMETHYSTS, MARKET << US, 10002, 1, 849400)
(AMETHYSTS, MARKET << US, 10002, 1, 849400)
(AMETHYSTS, MARKET << US, 10002, 1, 849400)
(AMETHYSTS, MARKET << US, 10002, 1, 849400)","{""AMETHYSTS"": 3, ""STARFRUIT"": 3}",5766,5081,10003
849600,-10156,-49642,"(STARFRUIT, US << MARKET, 5078, 1, 849600)
(STARFRUIT, US << MARKET, 5078, 1, 849600)","{""AMETHYSTS"": 3, ""STARFRUIT"": 5}",5767,5080,10003
849700,9998,-39644,"(AMETHYSTS, MARKET << US, 9998, 1, 849700)","{""AMETHYSTS"": 2, ""STARFRUIT"": 5}",5763,5081,10001
849900,9998,-29646,"(AMETHYSTS, MARKET << US, 9998, 1, 849900)","{""AMETHYSTS"": 1, ""STARFRUIT"": 5}",5750,5080,9996
850500,-20320,-49966,"(STARFRUIT, US << MARKET, 5080, 1, 850500)
(STARFRUIT, US << MARKET, 5080, 1, 850500)
(STARFRUIT, US << MARKET, 5080, 1, 850500)
(STARFRUIT, US << MARKET, 5080, 1, 850500)","{""AMETHYSTS"": 1, ""STARFRUIT"": 9}",5763,5081,10000
850700,-5080,-55046,"(STARFRUIT, US << MARKET, 5080, 1, 850700)","{""AMETHYSTS"": 1, ""STARFRUIT"": 10}",5764,5081,10000
850800,-15082,-70128,"(AMETHYSTS, US << MARKET, 10002, 1, 850800)
(STARFRUIT, US << MARKET, 5080, 1, 850800)","{""AMETHYSTS"": 2, ""STARFRUIT"": 11}",5769,5081,10003
851000,15070,-55058,"(AMETHYSTS, MARKET << US, 9996, 1, 851000)
(STARFRUIT, MARKET << US, 5074, 1, 851000)","{""AMETHYSTS"": 1, ""STARFRUIT"": 10}",5712,5077,10000
851100,-80032,-135090,"(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, US << MARKET, 10004, 1, 851100)
(AMETHYSTS, MARKET << US, 10004, 1, 851100)
(AMETHYSTS, MARKET << US, 10004, 1, 851100)","{""AMETHYSTS"": 9, ""STARFRUIT"": 10}",5690,5078,10000
851400,5079,-130011,"(STARFRUIT, MARKET << US, 5079, 1, 851400)","{""AMETHYSTS"": 9, ""STARFRUIT"": 9}",5691,5077,10001
851800,-15084,-145095,"(AMETHYSTS, US << MARKET, 10004, 1, 851800)
(STARFRUIT, US << MARKET, 5080, 1, 851800)","{""AMETHYSTS"": 10, ""STARFRUIT"": 10}",5675,5076,10001
852200,20004,-125091,"(AMETHYSTS, MARKET << US, 10002, 1, 852200)
(AMETHYSTS, MARKET << US, 10002, 1, 852200)","{""AMETHYSTS"": 8, ""STARFRUIT"": 10}",5643,5075,9998
853000,10428,-114663,"(AMETHYSTS, US << MARKET, 10002, 1, 853000)
(AMETHYSTS, US << MARKET, 10002, 1, 853000)
(STARFRUIT, MARKET << US, 5072, 1, 853000)
(STARFRUIT, MARKET << US, 5072, 1, 853000)
(STARFRUIT, MARKET << US, 5072, 1, 853000)
(STARFRUIT, MARKET << US, 5072, 1, 853000)
(STARFRUIT, MARKET << US, 5072, 1, 853000)
(STARFRUIT, MARKET << US, 5072, 1, 853000)","{""AMETHYSTS"": 10, ""STARFRUIT"": 4}",5667,5075,10003
853600,9862,-104801,"(AMETHYSTS, MARKET << US, 10005, 1, 853600)
(AMETHYSTS, MARKET << US, 10005, 1, 853600)
(STARFRUIT, US << MARKET, 5074, 1, 853600)
(STARFRUIT, US << MARKET, 5074, 1, 853600)","{""AMETHYSTS"": 8, ""STARFRUIT"": 6}",5637,5073,10000
853700,-19996,-124797,"(AMETHYSTS, US << MARKET, 9998, 1, 853700)
(AMETHYSTS, US << MARKET, 9998, 1, 853700)","{""AMETHYSTS"": 10, ""STARFRUIT"": 6}",5691,5078,10002
854300,25365,-99432,"(STARFRUIT, MARKET << US, 5073, 1, 854300)
(STARFRUIT, MARKET << US, 5073, 1, 854300)
(STARFRUIT, MARKET << US, 5073, 1, 854300)
(STARFRUIT, MARKET << US, 5073, 1, 854300)
(STARFRUIT, MARKET << US, 5073, 1, 854300)","{""AMETHYSTS"": 10, ""STARFRUIT"": 1}",5644,5076,10000
854500,-25365,-124797,"(STARFRUIT, US << MARKET, 5073, 1, 854500)
(STARFRUIT, US << MARKET, 5073, 1, 854500)
(STARFRUIT, US << MARKET, 5073, 1, 854500)
(STARFRUIT, US << MARKET, 5073, 1, 854500)
(STARFRUIT, US << MARKET, 5073, 1, 854500)","{""AMETHYSTS"": 10, ""STARFRUIT"": 6}",5615,5072,9998
854800,-20308,-145105,"(STARFRUIT, US << MARKET, 5077, 1, 854800)
(STARFRUIT, US << MARKET, 5077, 1, 854800)
(STARFRUIT, US << MARKET, 5077, 1, 854800)
(STARFRUIT, US << MARKET, 5077, 1, 854800)","{""AMETHYSTS"": 10, ""STARFRUIT"": 10}",5635,5075,9999
855300,5075,-140030,"(STARFRUIT, US << MARKET, 5075, 1, 855300)
(STARFRUIT, US << MARKET, 5075, 1, 855300)
(STARFRUIT, US << MARKET, 5075, 1, 855300)
(STARFRUIT, US << MARKET, 5075, 1, 855300)
(STARFRUIT, MARKET << US, 5075, 1, 855300)
(STARFRUIT, MARKET << US, 5075, 1, 855300)
(STARFRUIT, MARKET << US, 5075, 1, 855300)
(STARFRUIT, MARKET << US, 5075, 1, 855300)
(STARFRUIT, MARKET << US, 5075, 1, 855300)","{""AMETHYSTS"": 10, ""STARFRUIT"": 9}",5646,5074,10001
855500,5074,-134956,"(STARFRUIT, MARKET << US, 5074, 1, 855500)","{""AMETHYSTS"": 10, ""STARFRUIT"": 8}",5660,5077,10000
855700,-30006,-164962,"(AMETHYSTS, US << MARKET, 10002, 1, 855700)
(AMETHYSTS, US << MARKET, 10002, 1, 855700)
(AMETHYSTS, US << MARKET, 10002, 1, 855700)","{""AMETHYSTS"": 13, ""STARFRUIT"": 8}",5693,5077,10003
856100,-20300,-185262,"(STARFRUIT, US << MARKET, 5075, 1, 856100)
(STARFRUIT, US << MARKET, 5075, 1, 856100)
(STARFRUIT, US << MARKET, 5075, 1, 856100)
(STARFRUIT, US << MARKET, 5075, 1, 856100)","{""AMETHYSTS"": 13, ""STARFRUIT"": 12}",5601,5073,9999
856300,20004,-165258,"(AMETHYSTS, MARKET << US, 10002, 1, 856300)
(AMETHYSTS, MARKET << US, 10002, 1, 856300)","{""AMETHYSTS"": 11, ""STARFRUIT"": 12}",5675,5075,10003
856400,5071,-160187,"(STARFRUIT, MARKET << US, 5071, 1, 856400)","{""AMETHYSTS"": 11, ""STARFRUIT"": 11}",5671,5076,10002
856500,5071,-155116,"(STARFRUIT, MARKET << US, 5071, 1, 856500)","{""AMETHYSTS"": 11, ""STARFRUIT"": 10}",5592,5073,9998
856600,29892,-125224,"(AMETHYSTS, MARKET << US, 10005, 1, 856600)
(AMETHYSTS, MARKET << US, 10005, 1, 856600)
(AMETHYSTS, MARKET << US, 10005, 1, 856600)
(AMETHYSTS, MARKET << US, 10005, 1, 856600)
(STARFRUIT, US << MARKET, 5071, 1, 856600)
(STARFRUIT, US << MARKET, 5071, 1, 856600)
(STARFRUIT, US << MARKET, 5071, 1, 856600)
(STARFRUIT, US << MARKET, 5071, 1, 856600)
(STARFRUIT, MARKET << US, 5078, 1, 856600)
(STARFRUIT, MARKET << US, 5078, 1, 856600)","{""AMETHYSTS"": 7, ""STARFRUIT"": 12}",5664,5074,10000
856800,-20316,-145540,"(STARFRUIT, US << MARKET, 5079, 1, 856800)
(STARFRUIT, US << MARKET, 5079, 1, 856800)
(STARFRUIT, US << MARKET, 5079, 1, 856800)
(STARFRUIT, US << MARKET, 5079, 1, 856800)","{""AMETHYSTS"": 7, ""STARFRUIT"": 16}",5676,5076,10000
856900,20308,-125232,"(STARFRUIT, MARKET << US, 5077, 1, 856900)
(STARFRUIT, MARKET << US, 5077, 1, 856900)
(STARFRUIT, MARKET << US, 5077, 1, 856900)
(STARFRUIT, MARKET << US, 5077, 1, 856900)","{""AMETHYSTS"": 7, ""STARFRUIT"": 12}",5663,5074,10001
857400,5078,-120154,"(STARFRUIT, MARKET << US, 5078, 1, 857400)","{""AMETHYSTS"": 7, ""STARFRUIT"": 11}",5671,5075,10000
857800,-15228,-135382,"(STARFRUIT, US << MARKET, 5076, 1, 857800)
(STARFRUIT, US << MARKET, 5076, 1, 857800)
(STARFRUIT, US << MARKET, 5076, 1, 857800)","{""AMETHYSTS"": 7, ""STARFRUIT"": 14}",5640,5074,9998
858000,-20312,-155694,"(STARFRUIT, US << MARKET, 5078, 1, 858000)
(STARFRUIT, US << MARKET, 5078, 1, 858000)
(STARFRUIT, US << MARKET, 5078, 1, 858000)
(STARFRUIT, US << MARKET, 5078, 1, 858000)","{""AMETHYSTS"": 7, ""STARFRUIT"": 18}",5728,5079,10000
858200,5075,-150619,"(STARFRUIT, US << MARKET, 5075, 1, 858200)
(STARFRUIT, US << MARKET, 5075, 1, 858200)
(STARFRUIT, MARKET << US, 5075, 1, 858200)
(STARFRUIT, MARKET << US, 5075, 1, 858200)
(STARFRUIT, MARKET << US, 5075, 1, 858200)","{""AMETHYSTS"": 7, ""STARFRUIT"": 17}",5683,5077,9999
858400,45675,-104944,"(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)
(STARFRUIT, MARKET << US, 5075, 1, 858400)","{""AMETHYSTS"": 7, ""STARFRUIT"": 8}",5620,5074,9996
858500,9998,-94946,"(AMETHYSTS, MARKET << US, 9998, 1, 858500)","{""AMETHYSTS"": 6, ""STARFRUIT"": 8}",5654,5078,9996
858900,-5074,-100020,"(STARFRUIT, US << MARKET, 5074, 1, 858900)","{""AMETHYSTS"": 6, ""STARFRUIT"": 9}",5637,5073,10000
859000,-20320,-120340,"(STARFRUIT, US << MARKET, 5080, 1, 859000)
(STARFRUIT, US << MARKET, 5080, 1, 859000)
(STARFRUIT, US << MARKET, 5080, 1, 859000)
(STARFRUIT, US << MARKET, 5080, 1, 859000)","{""AMETHYSTS"": 6, ""STARFRUIT"": 13}",5648,5076,10000
859500,14930,-105410,"(AMETHYSTS, MARKET << US, 10002, 1, 859500)
(AMETHYSTS, MARKET << US, 10002, 1, 859500)
(STARFRUIT, US << MARKET, 5074, 1, 859500)","{""AMETHYSTS"": 4, ""STARFRUIT"": 14}",5680,5077,10003
859600,-5074,-110484,"(STARFRUIT, US << MARKET, 5074, 1, 859600)","{""AMETHYSTS"": 4, ""STARFRUIT"": 15}",5683,5077,10003
859800,-14913,-125397,"(AMETHYSTS, US << MARKET, 9996, 1, 859800)
(AMETHYSTS, US << MARKET, 9996, 1, 859800)
(STARFRUIT, MARKET << US, 5079, 1, 859800)","{""AMETHYSTS"": 6, ""STARFRUIT"": 14}",5709,5079,10000
860300,9998,-115399,"(AMETHYSTS, MARKET << US, 9998, 1, 860300)","{""AMETHYSTS"": 5, ""STARFRUIT"": 14}",5703,5078,10002
860600,9998,-105401,"(AMETHYSTS, MARKET << US, 9998, 1, 860600)","{""AMETHYSTS"": 4, ""STARFRUIT"": 14}",5681,5077,10001
861100,49990,-55411,"(AMETHYSTS, MARKET << US, 9998, 1, 861100)
(AMETHYSTS, MARKET << US, 9998, 1, 861100)
(AMETHYSTS, MARKET << US, 9998, 1, 861100)
(AMETHYSTS, MARKET << US, 9998, 1, 861100)
(AMETHYSTS, MARKET << US, 9998, 1, 861100)","{""AMETHYSTS"": -1, ""STARFRUIT"": 14}",5670,5077,9997
861300,-20292,-75703,"(STARFRUIT, US << MARKET, 5073, 1, 861300)
(STARFRUIT, US << MARKET, 5073, 1, 861300)
(STARFRUIT, US << MARKET, 5073, 1, 861300)
(STARFRUIT, US << MARKET, 5073, 1, 861300)","{""AMETHYSTS"": -1, ""STARFRUIT"": 18}",5665,5076,10000
861600,40020,-35683,"(AMETHYSTS, MARKET << US, 10005, 1, 861600)
(AMETHYSTS, MARKET << US, 10005, 1, 861600)
(AMETHYSTS, MARKET << US, 10005, 1, 861600)
(AMETHYSTS, MARKET << US, 10005, 1, 861600)
(STARFRUIT, US << MARKET, 5079, 1, 861600)
(STARFRUIT, MARKET << US, 5079, 1, 861600)","{""AMETHYSTS"": -5, ""STARFRUIT"": 18}",5685,5076,10000
862300,-119940,-155623,"(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)
(AMETHYSTS, US << MARKET, 9995, 1, 862300)","{""AMETHYSTS"": 7, ""STARFRUIT"": 18}",5749,5077,9998
862400,9998,-145625,"(AMETHYSTS, MARKET << US, 9998, 1, 862400)","{""AMETHYSTS"": 6, ""STARFRUIT"": 18}",5701,5075,9996
862900,5077,-140548,"(STARFRUIT, MARKET << US, 5077, 1, 862900)","{""AMETHYSTS"": 6, ""STARFRUIT"": 17}",5778,5078,10000
864300,-5076,-145624,"(STARFRUIT, US << MARKET, 5076, 1, 864300)","{""AMETHYSTS"": 6, ""STARFRUIT"": 18}",5744,5076,10000
864500,-5076,-150700,"(STARFRUIT, US << MARKET, 5076, 1, 864500)","{""AMETHYSTS"": 6, ""STARFRUIT"": 19}",5668,5072,10000
864600,25075,-125625,"(AMETHYSTS, MARKET << US, 10002, 1, 864600)
(AMETHYSTS, MARKET << US, 10002, 1, 864600)
(STARFRUIT, MARKET << US, 5071, 1, 864600)","{""AMETHYSTS"": 4, ""STARFRUIT"": 18}",5701,5073,10003
864800,10150,-115475,"(STARFRUIT, MARKET << US, 5075, 1, 864800)
(STARFRUIT, MARKET << US, 5075, 1, 864800)","{""AMETHYSTS"": 4, ""STARFRUIT"": 16}",5677,5072,10000
864900,25067,-90408,"(AMETHYSTS, MARKET << US, 9998, 1, 864900)
(AMETHYSTS, MARKET << US, 9998, 1, 864900)
(STARFRUIT, MARKET << US, 5071, 1, 864900)","{""AMETHYSTS"": 2, ""STARFRUIT"": 15}",5634,5070,9996
865100,55781,-34627,"(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)
(STARFRUIT, MARKET << US, 5071, 1, 865100)","{""AMETHYSTS"": 2, ""STARFRUIT"": 4}",5671,5074,10001
865200,-19996,-54623,"(AMETHYSTS, US << MARKET, 9998, 1, 865200)
(AMETHYSTS, US << MARKET, 9998, 1, 865200)","{""AMETHYSTS"": 4, ""STARFRUIT"": 4}",5673,5073,10001
865400,-10140,-64763,"(STARFRUIT, US << MARKET, 5070, 1, 865400)
(STARFRUIT, US << MARKET, 5070, 1, 865400)","{""AMETHYSTS"": 4, ""STARFRUIT"": 6}",5675,5073,10000
865500,-15222,-79985,"(STARFRUIT, US << MARKET, 5074, 1, 865500)
(STARFRUIT, US << MARKET, 5074, 1, 865500)
(STARFRUIT, US << MARKET, 5074, 1, 865500)
(STARFRUIT, US << MARKET, 5074, 1, 865500)
(STARFRUIT, MARKET << US, 5074, 1, 865500)","{""AMETHYSTS"": 4, ""STARFRUIT"": 9}",5658,5071,10001
865800,-20304,-100289,"(STARFRUIT, US << MARKET, 5076, 1, 865800)
(STARFRUIT, US << MARKET, 5076, 1, 865800)
(STARFRUIT, US << MARKET, 5076, 1, 865800)
(STARFRUIT, US << MARKET, 5076, 1, 865800)","{""AMETHYSTS"": 4, ""STARFRUIT"": 13}",5685,5074,10003
865900,-50010,-150299,"(AMETHYSTS, US << MARKET, 10002, 1, 865900)
(AMETHYSTS, US << MARKET, 10002, 1, 865900)
(AMETHYSTS, US << MARKET, 10002, 1, 865900)
(AMETHYSTS, US << MARKET, 10002, 1, 865900)
(AMETHYSTS, US << MARKET, 10002, 1, 865900)","{""AMETHYSTS"": 9, ""STARFRUIT"": 13}",5632,5073,9998
867100,-20284,-170583,"(STARFRUIT, US << MARKET, 5071, 1, 867100)
(STARFRUIT, US << MARKET, 5071, 1, 867100)
(STARFRUIT, US << MARKET, 5071, 1, 867100)
(STARFRUIT, US << MARKET, 5071, 1, 867100)","{""AMETHYSTS"": 9, ""STARFRUIT"": 17}",5572,5069,9998
867400,-19996,-190579,"(AMETHYSTS, US << MARKET, 9998, 1, 867400)
(AMETHYSTS, US << MARKET, 9998, 1, 867400)","{""AMETHYSTS"": 11, ""STARFRUIT"": 17}",5656,5072,10001
867700,45693,-144886,"(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)
(STARFRUIT, MARKET << US, 5077, 1, 867700)","{""AMETHYSTS"": 11, ""STARFRUIT"": 8}",5706,5074,10000
867800,25075,-119811,"(AMETHYSTS, MARKET << US, 10002, 1, 867800)
(AMETHYSTS, MARKET << US, 10002, 1, 867800)
(STARFRUIT, MARKET << US, 5071, 1, 867800)","{""AMETHYSTS"": 9, ""STARFRUIT"": 7}",5706,5070,10003
867900,10142,-109669,"(STARFRUIT, MARKET << US, 5071, 1, 867900)
(STARFRUIT, MARKET << US, 5071, 1, 867900)","{""AMETHYSTS"": 9, ""STARFRUIT"": 5}",5663,5070,9998
868000,9854,-99815,"(AMETHYSTS, MARKET << US, 10004, 1, 868000)
(AMETHYSTS, MARKET << US, 10004, 1, 868000)
(STARFRUIT, US << MARKET, 5077, 1, 868000)
(STARFRUIT, US << MARKET, 5077, 1, 868000)","{""AMETHYSTS"": 7, ""STARFRUIT"": 7}",5703,5073,10001
868700,20288,-79527,"(STARFRUIT, MARKET << US, 5072, 1, 868700)
(STARFRUIT, MARKET << US, 5072, 1, 868700)
(STARFRUIT, MARKET << US, 5072, 1, 868700)
(STARFRUIT, MARKET << US, 5072, 1, 868700)","{""AMETHYSTS"": 7, ""STARFRUIT"": 3}",5686,5071,10000
868800,5076,-74451,"(STARFRUIT, MARKET << US, 5076, 1, 868800)","{""AMETHYSTS"": 7, ""STARFRUIT"": 2}",5694,5076,9999
869000,-10152,-84603,"(STARFRUIT, US << MARKET, 5076, 1, 869000)
(STARFRUIT, US << MARKET, 5076, 1, 869000)","{""AMETHYSTS"": 7, ""STARFRUIT"": 4}",5705,5077,10000
869200,5070,-79533,"(STARFRUIT, MARKET << US, 5070, 1, 869200)","{""AMETHYSTS"": 7, ""STARFRUIT"": 3}",5686,5073,10000
869500,20008,-59525,"(AMETHYSTS, MARKET << US, 10004, 1, 869500)
(AMETHYSTS, MARKET << US, 10004, 1, 869500)","{""AMETHYSTS"": 5, ""STARFRUIT"": 3}",5710,5075,10002
870000,5070,-54455,"(STARFRUIT, MARKET << US, 5070, 1, 870000)","{""AMETHYSTS"": 5, ""STARFRUIT"": 2}",5691,5073,10000
870200,79960,25505,"(AMETHYSTS, MARKET << US, 9995, 1, 870200)
(AMETHYSTS, MARKET << US, 9995, 1, 870200)
(AMETHYSTS, MARKET << US, 9995, 1, 870200)
(AMETHYSTS, MARKET << US, 9995, 1, 870200)
(AMETHYSTS, MARKET << US, 9995, 1, 870200)
(AMETHYSTS, MARKET << US, 9995, 1, 870200)
(AMETHYSTS, MARKET << US, 9995, 1, 870200)
(AMETHYSTS, MARKET << US, 9995, 1, 870200)","{""AMETHYSTS"": -3, ""STARFRUIT"": 2}",5649,5072,10000
870500,-19996,5509,"(AMETHYSTS, US << MARKET, 9998, 1, 870500)
(AMETHYSTS, US << MARKET, 9998, 1, 870500)","{""AMETHYSTS"": -1, ""STARFRUIT"": 2}",5659,5073,9996
870900,25084,30593,"(AMETHYSTS, MARKET << US, 10005, 1, 870900)
(AMETHYSTS, MARKET << US, 10005, 1, 870900)
(STARFRUIT, MARKET << US, 5074, 1, 870900)","{""AMETHYSTS"": -3, ""STARFRUIT"": 1}",5664,5071,10000
871000,9998,40591,"(AMETHYSTS, MARKET << US, 9998, 1, 871000)","{""AMETHYSTS"": -4, ""STARFRUIT"": 1}",5672,5069,9997
871700,15067,55658,"(AMETHYSTS, MARKET << US, 9996, 1, 871700)
(STARFRUIT, MARKET << US, 5071, 1, 871700)","{""AMETHYSTS"": -5, ""STARFRUIT"": 0}",5663,5074,9999
872000,-30420,25238,"(STARFRUIT, US << MARKET, 5070, 1, 872000)
(STARFRUIT, US << MARKET, 5070, 1, 872000)
(STARFRUIT, US << MARKET, 5070, 1, 872000)
(STARFRUIT, US << MARKET, 5070, 1, 872000)
(STARFRUIT, US << MARKET, 5070, 1, 872000)
(STARFRUIT, US << MARKET, 5070, 1, 872000)","{""AMETHYSTS"": -5, ""STARFRUIT"": 6}",5671,5073,10001
872200,5070,30308,"(STARFRUIT, MARKET << US, 5070, 1, 872200)","{""AMETHYSTS"": -5, ""STARFRUIT"": 5}",5668,5072,10000
872500,5070,35378,"(STARFRUIT, MARKET << US, 5070, 1, 872500)","{""AMETHYSTS"": -5, ""STARFRUIT"": 4}",5665,5073,10001
872600,0,35378,"(STARFRUIT, US << MARKET, 5071, 1, 872600)
(STARFRUIT, US << MARKET, 5071, 1, 872600)
(STARFRUIT, US << MARKET, 5071, 1, 872600)
(STARFRUIT, US << MARKET, 5071, 1, 872600)
(STARFRUIT, MARKET << US, 5071, 1, 872600)
(STARFRUIT, MARKET << US, 5071, 1, 872600)
(STARFRUIT, MARKET << US, 5071, 1, 872600)
(STARFRUIT, MARKET << US, 5071, 1, 872600)","{""AMETHYSTS"": -5, ""STARFRUIT"": 4}",5675,5073,9999
872900,-10148,25230,"(STARFRUIT, US << MARKET, 5074, 1, 872900)
(STARFRUIT, US << MARKET, 5074, 1, 872900)","{""AMETHYSTS"": -5, ""STARFRUIT"": 6}",5675,5075,10001
873400,-110114,-84884,"(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(AMETHYSTS, US << MARKET, 9998, 1, 873400)
(STARFRUIT, US << MARKET, 5067, 1, 873400)
(STARFRUIT, US << MARKET, 5067, 1, 873400)","{""AMETHYSTS"": 5, ""STARFRUIT"": 8}",5629,5066,9997
873500,10002,-74882,"(AMETHYSTS, US << MARKET, 10002, 1, 873500)
(AMETHYSTS, US << MARKET, 10002, 1, 873500)
(AMETHYSTS, US << MARKET, 10002, 1, 873500)
(AMETHYSTS, MARKET << US, 10002, 1, 873500)
(AMETHYSTS, MARKET << US, 10002, 1, 873500)
(AMETHYSTS, MARKET << US, 10002, 1, 873500)
(AMETHYSTS, MARKET << US, 10002, 1, 873500)
(STARFRUIT, US << MARKET, 5067, 1, 873500)
(STARFRUIT, MARKET << US, 5067, 1, 873500)","{""AMETHYSTS"": 4, ""STARFRUIT"": 8}",5690,5070,10003
873700,-20264,-95146,"(STARFRUIT, US << MARKET, 5066, 1, 873700)
(STARFRUIT, US << MARKET, 5066, 1, 873700)
(STARFRUIT, US << MARKET, 5066, 1, 873700)
(STARFRUIT, US << MARKET, 5066, 1, 873700)","{""AMETHYSTS"": 4, ""STARFRUIT"": 12}",5698,5070,10001
873800,9998,-85148,"(AMETHYSTS, MARKET << US, 9998, 1, 873800)","{""AMETHYSTS"": 3, ""STARFRUIT"": 12}",5683,5070,9997
874300,-10002,-95150,"(AMETHYSTS, US << MARKET, 10002, 1, 874300)","{""AMETHYSTS"": 4, ""STARFRUIT"": 12}",5698,5071,9999
874400,55221,-39929,"(AMETHYSTS, MARKET << US, 10002, 1, 874400)
(AMETHYSTS, MARKET << US, 10002, 1, 874400)
(AMETHYSTS, MARKET << US, 10002, 1, 874400)
(AMETHYSTS, MARKET << US, 10002, 1, 874400)
(STARFRUIT, MARKET << US, 5071, 1, 874400)
(STARFRUIT, MARKET << US, 5071, 1, 874400)
(STARFRUIT, MARKET << US, 5071, 1, 874400)","{""AMETHYSTS"": 0, ""STARFRUIT"": 9}",5719,5072,9999
874500,-80032,-119961,"(AMETHYSTS, US << MARKET, 10004, 1, 874500)
(AMETHYSTS, US << MARKET, 10004, 1, 874500)
(AMETHYSTS, US << MARKET, 10004, 1, 874500)
(AMETHYSTS, US << MARKET, 10004, 1, 874500)
(AMETHYSTS, US << MARKET, 10004, 1, 874500)
(AMETHYSTS, US << MARKET, 10004, 1, 874500)
(AMETHYSTS, US << MARKET, 10004, 1, 874500)
(AMETHYSTS, US << MARKET, 10004, 1, 874500)","{""AMETHYSTS"": 8, ""STARFRUIT"": 9}",5677,5070,10001
874600,-10136,-130097,"(STARFRUIT, US << MARKET, 5068, 1, 874600)
(STARFRUIT, US << MARKET, 5068, 1, 874600)","{""AMETHYSTS"": 8, ""STARFRUIT"": 11}",5640,5067,10000
